Iteration,GA_Fitness,GWO_Fitness,GWO-GA_Fitness
1,839410903.7633601,1182969431.56699,526668940.603747
2,57705.17429370489,0.24745619146156528,0.03371023394880015
3,8.89094543188069,0.0851591678276245,0.005860124418135888
4,1.5499949127791732,0.06212451034247841,0.002115060164737552
5,0.4367815914043591,0.04712920434343182,0.0006808042877066641
