Iteration,GA_Fitness,GWO_Fitness,GWO-GA_Fitness
1,1855399036.2572274,1941899591.547943,1454199283.6323967
2,1684428.985601786,1.984757893865654,0.5111857847185859
3,51.112893918656084,1.3032505368730014,0.20625139435039264
4,11.142026429391429,1.127547168858027,0.11392766841044602
5,5.1682523455407425,0.9555340669957814,0.023344396696892398
