Iteration,GA_Fitness,GWO_Fitness,GWO-GA_Fitness
1,1.375549003992137e+22,4.067129357513524e+21,69367085121.24751
2,53.89837145912284,0.0010244007461665604,1.2403204889665105e-06
3,17.099036719897004,1.0443433274274785e-09,1.9617832551504816e-13
4,6.346197441977879,5.290780083773497e-13,4.03089881131038e-17
5,4.755179054901593,1.6184264701524044e-14,5.926162599690014e-19
