Iteration,GA_Fitness,GWO_Fitness,GWO-GA_Fitness
1,762.9308739367716,761.3935216997666,659.9557800763844
2,237.18772378653694,298.90263171441165,119.83606582161394
3,198.2490641495998,190.67932718510735,69.71938999107437
4,186.5061104553364,101.70221253949643,56.02568935917765
5,180.72440223111983,65.88773012486246,43.97586236516446
