Iteration,GA_Fitness,GWO_Fitness,GWO-GA_Fitness
1,398936834.7832765,517281649.14887404,306368597.21117896
2,2343310.9762695255,48.19887870194879,46.9162394080769
3,11918.923557864682,47.00747654964215,45.79351002605264
4,3986.638265865107,46.46363423393747,45.05345605996097
5,2724.385655754202,46.09985217731808,44.93354308343879
