Iteration,GA_Fitness,GWO_Fitness,GWO-GA_Fitness
1,128467.1609150772,124772.93109330013,98320.74645708938
2,1764.8829335298076,2.3950570230840835,0.5473481643716217
3,216.51014122457565,1.2448922446255477,0.24831189914077106
4,122.40931981610096,0.7267147223899705,0.12101831207492264
5,93.57877873248025,0.5612246749239267,0.04476621391319205
