Iteration,GA_Fitness,GWO_Fitness,GWO-GA_Fitness
1,20.6677954330865,20.799594334880055,20.648466342154148
2,15.276910201233989,0.00046495789039058266,1.8129102148822795e-05
3,5.332045257024646,1.7990378076149227e-09,1.3145795563218599e-10
4,3.5400254732217324,2.100097873380946e-12,6.794564910705958e-14
5,3.045174237302622,8.570921750106208e-14,3.241851231905457e-14
